id,kolicina,sestavina
20011,1 žlica,paradižnikove mezge 
20011,250 ml,rdečega vina
20011,500 ml,goveje juhe
20011,,brinove jagode
20011,,lovorjevi listi 
20011,2 žlici,brusnične marmelade 
20011,,sol
20011,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20012,,<b>Za peko brancina; </b>
20012,1 kg,očiščenega brancina ali tri kose ribe (riba mora biti sveža) 
20012,2 kg,grobe morske soli 
20012,4,jajčni beljaki 
20012,2,vejici rožmarina
20012,,<b>Za marinado; </b>
20012,,"šopek sveže <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a> "
20012,3,stroki česna 
20012,4,jedilne žlice olivnega olja
20012,,<b>Sestavine za solato; </b>
20012,5,srednje velikih krompirjev 
20012,,šopek divjih špargljev 
20012,malo,soli 
20012,malo,sladkorja 
20012,,košček masla 
20012,,olivno olje
20012,,limonin sok
20013,,<b>Za pripravo testa:</b>
20013,250 g,pšenične moke 
20013,250 g,bio masla 
20013,žlička,soli
20013,malo,več kot 1 dl vode (1/8 l) 
20013,,<b>Za nadev:</b>
20013,3,mlade bučke 
20013,2,krompirja 
20013,1,čebula 
20013,3,stroki česna 
20013,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20013,,sol 
20013,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20013,250 g,nepasirane skute 
20013,2,jedilni žlici kisle smetane
20013,1,jedilna žlica olivnega olja 
20013,3,jedilne žlice pšeničnega zdroba
20013,,<b>Sestavina za premaz:</b>
20013,1,jajce
20014,2-3,JŽ olivega olja
20014,3,šalotke
20014,4,srednje veliki krompirji
20014,2,svinjska kotleta
20014,1,večji korenček
20014,3,zrna česna
20014,3,JŽ paradižnikove mezge
20014,ščep,"ali 2 <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
20014,ščep,soli
20014,ščep,grobo nasekljanega timijana
20014,1/2,ČŽ mletega ingverja
20014,3,"vejice <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
20014,1,listič luštreka
20014,,kisla smetana ali grški jogurt
20015,1,svinjska ribica
20015,,sol
20015,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20015,1,"manjše kislo <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>"
20015,70 g,grobo naribanega parmezana
20015,100 g,kraškega pršuta
20015,50 g,masla
20015,,žička moke
20015,1 dl,goveje juhe
20016,,<b>Za lešo ribo:</b>
20016,4,srednje veliki osliči
20016,1,čebula
20016,4,stroki česna
20016,2 žlici,olivnega olja
20016,2 žlici,vinskega kisa
20016,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"
20016,5-6,"zrn belega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
20016,,"manjši šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
20016,,voda
20016,,"<b>Za paradižnikovo ""šalšo"":</b>"
20016,300 g,"paradižnika (najboljši je volovsko srce; drugače pa pelate)"
20016,2,čebuli
20016,2 stroka,česna
20016,1 žlica,olivnega olja
20016,2 žlici,sladkorja
20016,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"
20016,nekaj,"listov <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
20016,,<b>Blitvina priloga:</b>
20016,750 g,blitve
20016,2 stroka,česna
20016,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20016,2 žlici,olivnega olja
20016,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"
20017,,<b>Za enolončnico:</b>
20017,5 malo,večjih krompirjev
20017,2,korenja
20017,1/2 skodelice,paradižnikove omake
20017,1 malo,manjši kos pora (jaz kupim narezane v Hofru na zelenjavnem oddelku)
20017,1,pločevinka koruze
20017,2,para klobas za kuhanje 
20017,1 l,jušne osnove 
20017,,sol
20017,,šetraj 
20017,,kumina
20017,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>"
20017,,timijan
20017,1 žlica,repičnega olja
20017,,<b>Za žličnike:</b>
20017,2,jajci
20017,4,do 6 žlic moke
20018,"1;5 kg ,očiščenih sip
20018,3,stroki česna
20018,,"šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
20018,1 dl,črnega vina
20018,4,do 5 žlic olivnega olja
20019,300 g,pšeničnega zdroba
20019,10 g,masla
20019,,voda
20019,,sol
20019,,ocvirki
20020,1 kg,gladke moke
20020,"7;5 dl ,mleka
20020,12 dag,margarine/masla
20020,,sol
20020,,sladkor 
20020,1,kocka kvasa
20020,1,jajce za mazanje
20021,1,večji brokoli
20021,1,srednje velika čebula
20021,1,korenček
20021,1,peteršiljeva korenina
20021,3,stroki česna
20021,ščepec,posušenega timijana
20021,ščepec,posušenega luštreka
20021,2,srednje velika krompirja
20021,2 dl,sladke smetane
20021,,sol
20021,1 dl,kisle smetane
20021,,za dlan velika koža od prekajene slanine
20021,1,jušna žlica svinjske masti
20021,"1;5 l ,vode
20021,,sveže peteršiljevo listje
20022,2,kumari 
20022,4,"krompirji (2 velika; 2 srednja)"
20022,polovica,čebule
20022,1,jušna kocka
20022,,mleta paprika
20022,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20023,500 g,"skute (lahke; pasirane)"
20023,1,mali lahki tekoči jogurt
20023,2,jabolki
20023,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>"
20023,1 pest,ovsenih kosmičev
20023,1 pest,"<a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a> (lističi)"
20023,1,pecilni prašek
20023,3,jajca
20023,1,merica vanilijevih proteinov
20023,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> po okusu"
20023,,po želji lahko koščki temne čokolade
20024,,<b>Biskvit:</b>
20024,6,rumenjakov
20024,4 žlice,sladkorja
20024,1/2,pecilnega praška
20024,2 žlici,kakava
20024,2 žlici,ostre moke
20024,,sneg 6 beljakov
20024,,<b>Nadev:</b>
20024,2,jajci
20024,150 g,sladkorja
20024,1 dl,mleka
20024,4,rebra čokolade (100 g)
20024,250 g,masla
20024,150 g,mletih orehov
20024,malo,ruma - po želji
20024,4,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a> - poiščemo čimbolj ravne"
20025,600,"do <span class=""label-inline"">700 g"
20025,100 g,naribanega sira
20025,2,jajci
20025,2 stroka,česna
20025,2,do 3 žlice drobtin
20025,2,"do <span class=""label-inline"">3 žlice"
20025,,sol
20025,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20026,280 g,moke
20026,140 g,masla
20026,100 g,sladkorja v prahu
20026,1/4,pecilnega praška
20026,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20026,2,rumenjaka
20026,5 ,jabolk
20026,50 g,sladkorja
20026,1/2 žličke,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20026,2 žlici,kisle smetane
20027,2,veliki čebuli
20027,,mali strok česna
20027,2,veliki papriki
20027,2,manjša paradižnika
20027,100 g,"slanine; pol para kranjske klobase"
20027,1 velika,konzerva fižola ali 2 mali
20027,,"začimbe (vegeta; sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>; origano; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>:...)"
20028,3,srednje veliki krompirji
20028,3,stroki česna
20028,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20028,800 g,kuhanega kostanja
20028,1 dl,mleka
20028,,listki žajblja
20028,,"vejica <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"
20029,20 dag,moke
20029,5 dag,sladkorja v prahu
20029,1,manjše jajce
20029,pol,pecilnega praška
20029,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20029,12 dag,margarine ali pol margarine in pol masla
20029,,marmelada
20030,5,bučk
20030,3,"paprike (1 rumena; 1 rdeča; 1 <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a>)"
20030,3,paradižniki
20030,3,stroki česna
20030,,"šop <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
20030,,čebula
20030,,paradižnik v tubi
20030,,olje
20030,,sol
20031,,<b>Nadev:</b>
20031,,piščančje prsi
20031,ena,bučka
20031,3,paradižniki
20031,,por
20031,,korenček
20031,,listnato testo
20031,,nariban sir
20031,,sezam
20031,,bučna semena
20032,25 dag,moke
20032,1/2,pecilnega praška
20032,7 dag,sladkorja v prahu
20032,12 dag,margarine
20032,2,jajčna rumenjaka
20032,,marmelada po potrebi
20032,2 žlici,ruma
20032,malo,"vode; po potrebi"
20032,,jagodna aroma
20032,,voda
20032,,kristalni sladkor
20033,,<b>Čokoladni biskvit:</b>
20033,120 g,margarine
20033,250 g,jedilne čokolade
20033,50 g,malin
20033,2,jajci
20033,100 g,sladkorja
20033,150 g,moke
20033,,<b>Malinov nadev:</b>
20033,250 g,malin
20033,"2;5 dl ,mleka
20033,150 g,kokosa
20033,100 g,sladkorja v prahu
20033,,<b>Čokoladni preliv:</b>
20033,200 g,jedilne čokolade
20033,4,jž sladke smetane
20034,20 dag,moke
20034,5 dag,sladkorja v prahu
20034,1,manjše jajce
20034,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20034,1/2,pecilnega praška
20034,"12;5 dag ,margarine/masla
20034,1 žlica,kakava
20034,,"čokoladni namaz (Nutella:...)"
20035,500 g,mlete govedine ali mešano ml. meso
20035,350 g,krompirja
20035,2,manjši čebuli
20035,2 stroka,česna
20035,2,jž moke
20035,1,jajce
20035,,"sol; vegeta"
20035,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; olje"
20035,,<b>Bešamel:</b>
20035,3,jž masla
20035,4,jž moke
20035,"0;5 l ,mleka
20035,"0;2 l ,smetane za kuhanje
20035,100 g,"sira (gavda; edamec; trapist...)"
20035,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20036,,<b>Testo:</b>
20036,500 g,moke
20036,1 vrečka,suhega kvasa
20036,1 čajna žlička,soli
20036,50 g,sladkorja
20036,280 ml,mlačnega mleka
20036,2,rumenjaka
20036,60 g,masla sobne temperature
20036,1,zamašek ruma
20036,,<b>Nadev:</b>
20036,500 g,grobo zmletih bučnih semen
20036,200 g,rjavega sladkorja
20036,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20036,2 dl,tople sladke smetane
20036,5-8,zamaškov ruma
20036,,naribana lupina ene limone 
20036,1-2 čajni žlički,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> "
20036,2,beljaka (nestepena)
20037,,"domače črno grozdje (<span class=""label-inline"">3 kg"
20037,,"želirni sladkor (<span class=""label-inline"">3 kg"
20037,,limona
20037,,gelfix
20037,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> ekstrakt"
20038,,<b>Testo; </b>
20038,250 g,moke
20038,1/2 vrečke,pecilnega praška
20038,80 g,sladkorja v prahu
20038,120 g,masla
20038,1,rumenjak
20038,50 ml,mleka
20038,ščepec,soli
20038,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20038,malo,nastrgane limonine lupine
20038,,<b>Masa za krašenje:</b>
20038,1,beljak
20038,100 g,sladkorja v prahu 
20038,nekaj kapljic,limoninega soka
20039,2,jajci
20039,1,"lonček (cup = ca. 2;5 dl) sladkorja"
20039,malo,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"
20039,1/4,lončka olja
20039,1,lonček mleka
20039,1,lonček moke
20039,1 žlička,pecilnega praška
20039,1/4,lončka kakava v prahu
20039,,"čokoladna glazura; npr. temna čokolada in maslo"
20039,,po želji marelična marmelada
20040,,<b>Biskvit:</b>
20040,3,jajca
20040,9 žlic,sladkorja
20040,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20040,9 žlic,olja
20040,9 žlic,mleka
20040,9 žlic,moke
20040,1,pecilni prašek
20040,5 žlic,kakava
20040,,<b>Ostalo:</b>
20040,2,vanilijeva pudinga
20040,7 dl,mleka
20040,,Albert keksi
20040,,jedilna čokolada
20040,,"Za navlažitev biskvita uporabimo mleko; sladkor; rum (po okusu)."
20041,150 g,kuhanega fižola (zrnje)
20041,70 g,sardin iz konzerve
20041,1,manjša čebulica
20041,1 ,trdo kuhano jajce
20041,1  čajna žlička,kaper iz slanice
20041,2 – 3 ,fileti inčunov iz olja
20041,1 – 2 žlici,kisle smetane
20041,,oljčno olje
20041,,sol
20041,,"sveže mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20043,2,JŽ olivnega olja
20043,2,zrezka narezana na trakove (cca. 150 g) 
20043,100 g,narezanega pora
20043,10,oliv brez koščic
20043,1,"manjša rumena paprika; narezana na trakove"
20043,malo,"korenčka in gomolja <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>; narezane na kocke"
20043,1,"JŽ domače ""vegete"""
20043,malo,"ČŽ mlete paprike; pol žličke kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> (odvisno od želje po pikantnosti)"
20043,1,"ČŽ posušene tajske <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a>"
20043,,"cca. <span class=""label-inline"">2dl"
20043,,JŽ sojine omake
20043,200 g,špagetov Shirataki brez OH
20044,,<b>Za čokoladni biskvit:</b>
20044,5,jajc 
20044,250 g,pšenične moke 
20044,250 g,sladkorja
20044,1,"zavojček <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"
20044,1,zavojček pecilnega praška
20044,1/2,čajne žličke sode bikarbone
20044,ščepec,soli
20044,1 dl,vode
20044,1 dl,sončničnega olja
20044,50 g,temnega kakava v prahu
20044,,po želji še kakšna žlica Nutelle
20044,2 dl,čokoladnega mleka za vlaženje
20044,,<b>Za cookies nadev:</b>
20044,500 g,mascarponeja
20044,250 ml,sladke smetane
20044,2,jedilni žlici sladkorja v prahu
20044,1,paket (približno 130 g) ameriških cookijev - lahko tudi domačih
20044,1 žlica,mleka
20044,,"kvaliteten <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> ekstrakt (npr. Dr. Oetker)"
20044,,<b>Za dekoracijo:</b>
20044,,ostružki iz bele čokolade za dekoracijo
20044,,čokoladne palčke za dekoracijo
20045,2,večja krompirja
20045,,sol
20045,,rožmarin
20045,,maslo
20046,,<b>Biskvit:</b>
20046,200 g,margarine
20046,8,jajc
20046,200 g,sladkorja
20046,200 g,čokolade v prahu
20046,4,velike žlice moke
20046,1,pecilni prašek
20046,1 dl,mleka
20046,,<b>Krema:</b>
20046,1 l,sladke smetane 
20046,500 g,jedilne čokolade
20047,,<b>Polnilo:</b>
20047,3,večja kuhana jabolka
20047,100 g,sladkorja
20047,1/2 žličke,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20047,,<b>Biskvit:</b>
20047,2,jajci
20047,50 g,moke
20047,50 g,sladkorja
20047,,noževa konica pecilnega praška
20047,3,"listi želatine (<span class=""label-inline"">4;5 g"
20048,2,kumari
20048,1,grški jogurt Total ali 1 kisla smetana
20048,2 stroka,česna
20048,1,jedilna žlica oljčnega olja
20048,1,jedilna žlica limoninega soka
20048,,sol
20048,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20048,,koper (svež ali sušen)
20049,,<b>Krompirjevo testo:</b>
20049,1 kg,krompirja
20049,400 g,moke
20049,1,jajce
20049,1,čž masla
20049,,sol
20049,,<b>Mesni nadev:</b>
20049,250 g,mlete govedine (ali mleto mešano meso)
20049,1,srednja čebula 
20049,2,jušni žlici paradižnikove mezge
20049,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20049,,<b>Za paniranje:</b>
20049,,jajca
20049,,drobtine
20051,400 g,polnozrnate pšenične moke
20051,100 g,bele moke (lahko tudi 500 g PZ pšenične moke)
20051,300 ml,tople vode
20051,2 čajni žlički,medu ali melase
20051,1 vrečka,suhega kvasa
20051,100 g,gorgonzole
20051,100 g,mletih orehov
20051,1 čajna žlička,soli
20052,25 g,masla
20052,"0;2 l ,mleka
20052,100 g,špinače
20052,250 g,moke
20052,1,čž pecilnega praška
20052,1,čž sode bikarbone
20052,50 g,parmezana
20052,1,jajce
20052,100 g,nepasirane skute
20053,,<b>Za peko kruhovih skodelic:</b>
20053,250 g,pšenične moke 
20053,250 g,polnozrnate moke 
20053,1/2,"kocke kvasa (<span class=""label-inline"">21 g"
20053,1 žlička,soli
20053,1/2 žličke,sladkorja 
20053,"2;5 dl ,mleka 
20053,1,jedilna žlica stopljenega bio masla
20053,1,jajce
20053,,<b>Za kuho gobove kremne juhe:</b>
20053,500 g,mešanih gob (šampinjoni in jurčki)
20053,2,jedilni žlici olivnega olja 
20053,2 stroka,česna 
20053,1/2,čebule 
20053,,timijan 
20053,,"mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
20053,,sol
20053,žlička,masla
20053,2,jedilni žlici moke 
20053,500 ml,zelenjavne jušne osnove 
20053,4,jedilne žlice kisle smetane
20053,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20054,,meso iz juhe
20054,,čebula
20054,,česen
20054,,olje
20054,,kis
20054,,sol
20054,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20054,,krompir
20055,1,"palamida (<span class=""label-inline"">1 kg"
20055,2,paradižnika
20055,1,paprika
20055,1/2,čebule
20055,3,stroki česna
20055,2,korenja
20055,2,feferona (nepekoča)
20055,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20055,4,krompirji
20055,,olivno olje
20056,150 g,prosene kaše
20056,1 l,mleka
20056,,čokoladni puding
20056,,sladkor (2 žlici + 2 žlici)
20056,100 g,čokolade + tablica za okrasitev
20056,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20056,ščepec,soli
20056,čajna žlička,masla
20056,2-3 žlice,ruma
20056,2 žlici,kakava
20057,,<b>Čokoladno-piškotno testo (2 diska); </b>
20057,175 g,jedilne čokolade
20057,115 g,masla
20057,2,jajci
20057,90 g,sladkorja
20057,50 g,rjavega sladkorja
20057,20 g,kakava v prahu
20057,40 g,bele moke
20057,1 žlička,pecilnega praška
20057,2 žlički,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> ekstrakta"
20057,1 ščepec,soli
20057,110 g,zdrobljenih pekan orehov
20057,100 g,bele čokolade
20057,250 g,mlečne čokolade
20057,,<b>Victoria sponge biskvit:</b>
20057,2,jajci
20057,110 g,sladkorja v prahu
20057,110 g,moke
20057,1,pecilni prašek
20057,110 g,masla sobne temperature
20057,,<b>Bela pudingova krema; </b>
20057,1 l,mleka
20057,1,"puding z okusom sladke smetane (lahko tudi <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a>)"
20057,60 g,Gustina
20057,4 žlice,sladkorja
20057,2,"želatini (<span class=""label-inline"">20 g"
20057,1,mascarpone
20057,,<b>Čokoladna krema; </b>
20057,20 dag,jedilne čokolade
20057,200 ml,sladke smetane
20057,100 g,mascarponeja
20057,,prbl. polovica vrečke želatine fix
20057,,stepena smetana za okras (po želji)
20057,,mleko (za navlažitev sponge biskvita)
20058,1 kg,pekočih feferonov
20058,1-2,glavici česna
20058,2 žlici,medu
20058,2 čajni žlički,soli
20058,1/2 l,sirotke (tudi če je feferonov več)
20058,,poljubne začimbe
20059,1 kg,"feferonov (če so prepikantni; jih enostavno zredčite s papriko)"
20059,2,beli čebuli
20059,2,glavici česna
20059,1 žlica,medu/sladkorja
20059,2 žlički,soli
20059,1 žlica,"mešanice origana; <a href=""https://www2.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a> in timijana"
20059,1 žlička,"ingverja(pozor; je pikanten)"
20059,1 žlica,"mešanice mletega črnega kardamoma; kumína oz. črne kumine (ne navadne naše kumine); koriandra; <a href=""https://www2.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20059,1 žlica,tamarinda/lahko tudi paradižnik
20059,,olivno olje
20060,500 g,moke
20060,100 g,sladkorja
20060,"0;5 dl ,mleka
20060,1,jajce
20060,100 g,masla
20060,,vaniljev sladkor v prahu
20061,"0;4 l ,mleka
20061,8,jž gustina
20061,8,jž sladkorja
20061,100 g,margarine
20061,100 g,sladkorja v prahu
20061,100 g,kokosa
20061,100 g,jedilne čokolade
20061,,še nekaj kokosa za povaljati kroglice
20062,,<b>Dno:</b>
20062,,pecilni prašek
20062,250 g,moke
20062,125 g,masla
20062,,jajce
20062,malo,mineralne vode
20062,žlica,olja
20062,pest,sladkorja
20062,ščep,soli
20062,2 žlici,kisle smetane
20062,,<b>Jagodna krema:</b>
20062,250 g,jagod
20062,,jagodni puding
20062,3 žlice,sladkorja
20062,,<b>Krema iz bele čokolade:</b>
20062,200 g,bele čokolade
20062,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"
20062,4,rumenjaki
20062,200 ml,sladke smetane
20062,2 žlici,kisle smetane
20062,,vanilijeva aroma
20062,,<b>Vanilijeva krema:</b>
20062,5,rumenjakov
20062,5 žlic,sladkorja v prahu
20062,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20062,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"
20062,žlica,moke
20062,5 dl,mleka
20062,125 g,masla
20063,125 g,masla
20063,250 g,moke
20063,100 g,sladkorja
20063,200 ml,mleka
20063,3,jajca
20063,2,kavni žlički pecilnega praška
20064,800 g,bučk
20064,2,čebuli
20064,2,jajci
20064,6 žlic,moke
20064,2 dl,mleka
20064,200 g,"topljivega sira (Tilzit; Mozzarela ipd.)"
20064,,sol
20064,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20064,žlička,rdeče paprike
20065,1,čebula
20065,2,papriki
