id,sestavina
20015,svinjska ribica; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; "manjše kislo <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>"; grobo naribanega parmezana; kraškega pršuta; masla; žička moke; goveje juhe
20016,<b>Za lešo ribo:</b>; srednje veliki osliči; čebula; stroki česna; olivnega olja; vinskega kisa; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"; "zrn belega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; "manjši šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; voda; "<b>Za paradižnikovo ""šalšo"":</b>"; "paradižnika (najboljši je volovsko srce; drugače pa pelate)"; čebuli; česna; olivnega olja; sladkorja; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"; "listov <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; <b>Blitvina priloga:</b>; blitve; česna; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; olivnega olja; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"
20017,<b>Za enolončnico:</b>; večjih krompirjev; korenja; paradižnikove omake; manjši kos pora (jaz kupim narezane v Hofru na zelenjavnem oddelku); pločevinka koruze; para klobas za kuhanje ; jušne osnove ; sol; šetraj ; kumina; "<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>"; timijan; repičnega olja; <b>Za žličnike:</b>; jajci; do 6 žlic moke
20018,očiščenih sip; stroki česna; "šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; črnega vina; do 5 žlic olivnega olja
20019,pšeničnega zdroba; masla; voda; sol; ocvirki
20020,gladke moke; mleka; margarine/masla; sol; sladkor ; kocka kvasa; jajce za mazanje
20021,večji brokoli; srednje velika čebula; korenček; peteršiljeva korenina; stroki česna; posušenega timijana; posušenega luštreka; srednje velika krompirja; sladke smetane; sol; kisle smetane; za dlan velika koža od prekajene slanine; jušna žlica svinjske masti; vode; sveže peteršiljevo listje
20022,kumari ; "krompirji (2 velika; 2 srednja)"; čebule; jušna kocka; mleta paprika; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20023,"skute (lahke; pasirane)"; mali lahki tekoči jogurt; jabolki; "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>"; ovsenih kosmičev; "<a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a> (lističi)"; pecilni prašek; jajca; merica vanilijevih proteinov; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> po okusu"; po želji lahko koščki temne čokolade
20024,<b>Biskvit:</b>; rumenjakov; sladkorja; pecilnega praška; kakava; ostre moke; sneg 6 beljakov; <b>Nadev:</b>; jajci; sladkorja; mleka; rebra čokolade (100 g); masla; mletih orehov; ruma - po želji; "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a> - poiščemo čimbolj ravne"
20025,"do <span class=""label-inline"">700 g"; naribanega sira; jajci; česna; do 3 žlice drobtin; "do <span class=""label-inline"">3 žlice"; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20026,moke; masla; sladkorja v prahu; pecilnega praška; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; rumenjaka; jabolk; sladkorja; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; kisle smetane
20027,veliki čebuli; mali strok česna; veliki papriki; manjša paradižnika; "slanine; pol para kranjske klobase"; konzerva fižola ali 2 mali; "začimbe (vegeta; sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>; origano; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>;...)"
20028,srednje veliki krompirji; stroki česna; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; kuhanega kostanja; mleka; listki žajblja; "vejica <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"
20029,moke; sladkorja v prahu; manjše jajce; pecilnega praška; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; margarine ali pol margarine in pol masla; marmelada
20030,bučk; "paprike (1 rumena; 1 rdeča; 1 <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a>)"; paradižniki; stroki česna; "šop <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; čebula; paradižnik v tubi; olje; sol
20031,<b>Nadev:</b>; piščančje prsi; bučka; paradižniki; por; korenček; listnato testo; nariban sir; sezam; bučna semena
20032,moke; pecilnega praška; sladkorja v prahu; margarine; jajčna rumenjaka; marmelada po potrebi; ruma; "vode; po potrebi"; jagodna aroma; voda; kristalni sladkor
20033,<b>Čokoladni biskvit:</b>; margarine; jedilne čokolade; malin; jajci; sladkorja; moke; <b>Malinov nadev:</b>; malin; mleka; kokosa; sladkorja v prahu; <b>Čokoladni preliv:</b>; jedilne čokolade; jž sladke smetane
20034,moke; sladkorja v prahu; manjše jajce; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; pecilnega praška; margarine/masla; kakava; "čokoladni namaz (Nutella;...)"
20035,mlete govedine ali mešano ml. meso; krompirja; manjši čebuli; česna; jž moke; jajce; "sol; vegeta"; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; olje"; <b>Bešamel:</b>; jž masla; jž moke; mleka; smetane za kuhanje; "sira (gavda; edamec; trapist...)"; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20036,<b>Testo:</b>; moke; suhega kvasa; soli; sladkorja; mlačnega mleka; rumenjaka; masla sobne temperature; zamašek ruma; <b>Nadev:</b>; grobo zmletih bučnih semen; rjavega sladkorja; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; tople sladke smetane; zamaškov ruma; naribana lupina ene limone ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> "; beljaka (nestepena)
20037,"domače črno grozdje (<span class=""label-inline"">3 kg"; "želirni sladkor (<span class=""label-inline"">3 kg"; limona; gelfix; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> ekstrakt"
20038,<b>Testo: </b>; moke; pecilnega praška; sladkorja v prahu; masla; rumenjak; mleka; soli; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; nastrgane limonine lupine; <b>Masa za krašenje:</b>; beljak; sladkorja v prahu ; limoninega soka
20039,jajci; "lonček (cup = ca. 2;5 dl) sladkorja"; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; lončka olja; lonček mleka; lonček moke; pecilnega praška; lončka kakava v prahu; "čokoladna glazura; npr. temna čokolada in maslo"; po želji marelična marmelada
20040,<b>Biskvit:</b>; jajca; sladkorja; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; olja; mleka; moke; pecilni prašek; kakava; <b>Ostalo:</b>; vanilijeva pudinga; mleka; Albert keksi; jedilna čokolada; "Za navlažitev biskvita uporabimo mleko; sladkor; rum (po okusu)."
20041,kuhanega fižola (zrnje); sardin iz konzerve; manjša čebulica; trdo kuhano jajce; kaper iz slanice; fileti inčunov iz olja; kisle smetane; oljčno olje; sol; "sveže mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20043,JŽ olivnega olja; zrezka narezana na trakove (cca. 150 g) ; narezanega pora; oliv brez koščic; "manjša rumena paprika; narezana na trakove"; "korenčka in gomolja <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>; narezane na kocke"; "JŽ domače ""vegete"""; "ČŽ mlete paprike; pol žličke kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> (odvisno od želje po pikantnosti)"; "ČŽ posušene tajske <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a>"; "cca. <span class=""label-inline"">2dl"; JŽ sojine omake; špagetov Shirataki brez OH
20044,<b>Za čokoladni biskvit:</b>; jajc ; pšenične moke ; sladkorja; "zavojček <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; zavojček pecilnega praška; čajne žličke sode bikarbone; soli; vode; sončničnega olja; temnega kakava v prahu; po želji še kakšna žlica Nutelle; čokoladnega mleka za vlaženje; <b>Za cookies nadev:</b>; mascarponeja; sladke smetane; jedilni žlici sladkorja v prahu; paket (približno 130 g) ameriških cookijev - lahko tudi domačih; mleka; "kvaliteten <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> ekstrakt (npr. Dr. Oetker)"; <b>Za dekoracijo:</b>; ostružki iz bele čokolade za dekoracijo; čokoladne palčke za dekoracijo
20045,večja krompirja; sol; rožmarin; maslo
20046,<b>Biskvit:</b>; margarine; jajc; sladkorja; čokolade v prahu; velike žlice moke; pecilni prašek; mleka; <b>Krema:</b>; sladke smetane ; jedilne čokolade
20047,<b>Polnilo:</b>; večja kuhana jabolka; sladkorja; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; <b>Biskvit:</b>; jajci; moke; sladkorja; noževa konica pecilnega praška; "listi želatine (<span class=""label-inline"">4;5 g"
20048,kumari; grški jogurt Total ali 1 kisla smetana; česna; jedilna žlica oljčnega olja; jedilna žlica limoninega soka; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; koper (svež ali sušen)
20049,<b>Krompirjevo testo:</b>; krompirja; moke; jajce; čž masla; sol; <b>Mesni nadev:</b>; mlete govedine (ali mleto mešano meso); srednja čebula ; jušni žlici paradižnikove mezge; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; <b>Za paniranje:</b>; jajca; drobtine
20051,polnozrnate pšenične moke; bele moke (lahko tudi 500 g PZ pšenične moke); tople vode; medu ali melase; suhega kvasa; gorgonzole; mletih orehov; soli
20052,masla; mleka; špinače; moke; čž pecilnega praška; čž sode bikarbone; parmezana; jajce; nepasirane skute
20053,<b>Za peko kruhovih skodelic:</b>; pšenične moke ; polnozrnate moke ; "kocke kvasa (<span class=""label-inline"">21 g"; soli; sladkorja ; mleka ; jedilna žlica stopljenega bio masla; jajce; <b>Za kuho gobove kremne juhe:</b>; mešanih gob (šampinjoni in jurčki); jedilni žlici olivnega olja ; česna ; čebule ; timijan ; "mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "; sol; masla; jedilni žlici moke ; zelenjavne jušne osnove ; jedilne žlice kisle smetane; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20054,meso iz juhe; čebula; česen; olje; kis; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; krompir
20055,"palamida (<span class=""label-inline"">1 kg"; paradižnika; paprika; čebule; stroki česna; korenja; feferona (nepekoča); "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; krompirji; olivno olje
20056,prosene kaše; mleka; čokoladni puding; sladkor (2 žlici + 2 žlici); čokolade + tablica za okrasitev; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; soli; masla; ruma; kakava
20057,<b>Čokoladno-piškotno testo (2 diska): </b>; jedilne čokolade; masla; jajci; sladkorja; rjavega sladkorja; kakava v prahu; bele moke; pecilnega praška; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> ekstrakta"; soli; zdrobljenih pekan orehov; bele čokolade; mlečne čokolade; <b>Victoria sponge biskvit:</b>; jajci; sladkorja v prahu; moke; pecilni prašek; masla sobne temperature; <b>Bela pudingova krema: </b>; mleka; "puding z okusom sladke smetane (lahko tudi <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a>)"; Gustina; sladkorja; "želatini (<span class=""label-inline"">20 g"; mascarpone; <b>Čokoladna krema: </b>; jedilne čokolade; sladke smetane; mascarponeja; prbl. polovica vrečke želatine fix; stepena smetana za okras (po želji); mleko (za navlažitev sponge biskvita)
20058,pekočih feferonov; glavici česna; medu; soli; sirotke (tudi če je feferonov več); poljubne začimbe
20059,"feferonov (če so prepikantni; jih enostavno zredčite s papriko)"; beli čebuli; glavici česna; medu/sladkorja; soli; "mešanice origana; <a href=""https://www2.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a> in timijana"; "ingverja(pozor; je pikanten)"; "mešanice mletega črnega kardamoma; kumína oz. črne kumine (ne navadne naše kumine); koriandra; <a href=""https://www2.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; tamarinda/lahko tudi paradižnik; olivno olje
20060,moke; sladkorja; mleka; jajce; masla; vaniljev sladkor v prahu
20061,mleka; jž gustina; jž sladkorja; margarine; sladkorja v prahu; kokosa; jedilne čokolade; še nekaj kokosa za povaljati kroglice
20062,<b>Dno:</b>; pecilni prašek; moke; masla; jajce; mineralne vode; olja; sladkorja; soli; kisle smetane; <b>Jagodna krema:</b>; jagod; jagodni puding; sladkorja; <b>Krema iz bele čokolade:</b>; bele čokolade; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"; rumenjaki; sladke smetane; kisle smetane; vanilijeva aroma; <b>Vanilijeva krema:</b>; rumenjakov; sladkorja v prahu; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"; moke; mleka; masla
20063,masla; moke; sladkorja; mleka; jajca; kavni žlički pecilnega praška
20064,bučk; čebuli; jajci; moke; mleka; "topljivega sira (Tilzit; Mozzarela ipd.)"; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; rdeče paprike
20065,čebula; papriki; paradižnik; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; "sol; kurkuma"; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; vegeta"; jajca ali kisla smetana
20066,mleka; bele čokolade; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> pudinga v prahu"; smetanov puding v prahu; sladkorja; "belega ruma (lahko nadomestimo s temnim; a bo liker prevzel okus po rumu in spremenil barvo; lahko tudi mešamo)"
20067,<b>Biskvit:</b>; jajc; sladkorja; vanilijeva sladkorja; naribana lupinica 2 limon; fino mletih bučnih semen; <b>Krema:</b>; mascarpone sira; kisle smetane; sirnega namaza; sladke smetane; kremfix; vanilijevi sladkorji; sladkorja; <b>Bučni krokant:</b>; sladkorja v prahu; celih bučnih semen
20068,rezin slanine; gorgonzole; suhih sliv
20069,bučnega pireja; moke; stopljenega masla; toplega mleka; rumenjak; suh kvas; sladkorja; sol; sesekljanega rožmarina; "<a href=""https://www2.kulinarika.net/recepti/zacimbe/77/mak/"">makovih</a> semen"
20070,vode; mleka; zvrhane žlice ovsenih kosmičev; soli; sladkor po okusu; kosem masla; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>; čokolada v prahu za posip"
20071,sladkorja; margarine ali masla; arašidovega masla; čokolade za kuhanje ; "+ dodatnih <span class=""label-inline"">70-100 g"; kakava v prahu; moke; večja jajca; soli
20072,<b>. plast:</b>; "<a href=""https://www2.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding iz vrečke"; mleko za pripravo pudinga (glej na embalažo); "<a href=""https://www2.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; <b>.plast:</b>; navadnih piškotov/keksov ; "čokoladnih piškotov ali kosmičev (Nesquick;...)"; <b>. plast:</b>; mascarpone sirčka; + 1 dl sladke smetane; velike žlice kakijeve marmelade ali -->; "(<span class=""label-inline"">2 velika"; <b>Preliv: </b>; kakijeve marmelade; vode; želatine
20073,<b>Za biskvite  po 3x:</b>; beljakov; sladkorja; mletih orehov; moke; <b>Za jajčno kremo:</b>; rumenjakov; sladkorja; moke; mleka; margarine; temne čokolade; bele čokolade; mletih orehov; šlag pene + mleko
20074,srednje velikih čebul; mlete govedine; riža ; korenček; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; vegeta; <b>Za prežganje:</b>; olje; moka; rdeča mleta paprika
20075,<b>Za špecle:</b>; moke; jajc; muškatni orešček; zvrhani čajni žlički soli; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; topla voda; kanček mleka; <b>Za omako:</b>; čebula; pršuta (narezanega na koščke) ; smetane za kuhanje; mleka; naribanega sira; drobtine; maslo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20076,<b>Za kruh:</b>; polnozrnate moke ; srednje veliki krompirji; krompirjeve vode; "šopek kuhanih divjih špargljev (sestavine za kuho: šopek divjih špargljev; malo soli; malo sladkorja; košček masla)"; špargljeve vode; kocka kvasa (42 g kvasa); soli ; sladkorja ; mleka ; jedilni žlici olivnega olja ; jajce; <b>Sestavine za nadev:</b>; sira v slanici; "mešanice semen (sončnično seme; bučno seme; sezamovo seme in laneno seme)"
20077,"do <span class=""label-inline"">4"; manjša bučka; masla; pinjol; prosena ali druga moka ; jajce; "origano; sol"
20078,špagetov; do 5 žlic ekstra deviškega olivnega olja; svežih kruhovih drobtin; sveže naribanega parmezana; sveže naribanega pecorina; mala pločevinka slanih sardel; stroki česna; paradižnikove mezge; voda
20079,vina (Sivi pinot); "šopka sveže <a href=""https://www.kulinarika.net/recepti/zacimbe/81/melisa/"">melise</a>"
20080,<b>Testo:</b>; margarine; sladkorja; moke; kakava; rumenjaki; pecilni prašek; mleka; rum; <b>Krema:</b>; beljaki; sladkorja v prahu; <b>Preliv:</b>; margarine; čokolade
20081,<b>Testo:</b>; pirine polnozrnate moke; bele pšenične moke (tip 500); soli; srednje veliki jajci; jušna žlica olja; "jušni žlici vode (lahko tudi več; po potrebi)"; <b>Nadev:</b>; "srednje veliko <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>"; orehovih jedrc; "kavne žlice mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; jušna žlica ruma; jušna žlica sladkorja; jušni žlici krušnih drobtin; masla; beljak (za mazanje robov žepkov)
20082,"manjše orade (približno <span class=""label-inline"">200 - 250 g"; bučka; rumena paprika; polente; Cabernet sauvignona; sveže naribanega parmezana; olivno olje; zrna nasekljanega česna; "ali 2 <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; soli; čili v prahu po okusu; ČŽ semen koriandra; KŽ rožmarina; ČŽ mešanice poprov v zrnu; ČŽ mletega ingverja; ČŽ rdeče paprike v prahu
20083,mlete govedine; večja čebula; moke; kvasa; vode; sladkorja; sol ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; olja
20084,"vlečeno testo - <span class=""label-inline"">12"; mlete govedine; srednje velik por; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; jajca; olja
20085,<b>Testo:</b>; moke; margarine; sladkorja; rumenjaki; pecilnega praška; kisle smetane; <b>rehov nadev:</b>; mletih orehov; sladkorja; mleka; ruma; <b>Skutin nadev:</b>; pasirane skute; sladkorja; beljaki; gresa
20086,muškatne buče; rdeče leče; korenčka; čebula; srednje velik krompir; jž svežega ingverja; česna ; muškatnega oreščka; "soli in belega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; "kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; olivno olje; kisla smetana; toast ; sveži timijan
20087,<b>Testo:</b>; lončki gladke moke ; lončka sladkorja v prahu ; kvasa ; čajne žličke soli; masla; lončka mleka ; lončka vode ; jajci ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; mala žlička sladkorja; <b>Nadev:</b>; lonček sladkorja; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; stopljenega masla
20088,krač divjega prašiča (s kostjo); olje ; korenja; "gomolja <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; pora ; čebuli; paradižnikove mezge ; rdečega vina; divjačinske ali goveje juhe; brinovih jagod ; lovorjeva lista ; brusnične marmelade; sladke smetane ; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20089,konzervi tune; slane ribice; večji korenček; ovsenih kosmičev; sira; česna; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>"; paradižnikovega koncentrata; navadnega jogurta; jajce; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20090,paket baby piškotov; <b>Krema:</b>; mleka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> stroka"; rumenjakov; sladkorja; škroba; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding (prašek)"; masla; "sladke smetane (lahko prilagajate; malo več ali malo manj)"; <b>Preliv za piškote:</b>; mleka; ruma (po želji); kokosa
20091,<b>Za posodo velikosti 25x30 cm:</b>; "zavoj maslenih keksov (<span class=""label-inline"">250 g"; "puding (<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilija</a>; čokolada; lešnik...)"; mleka; sladke smetane za stepanje; "višnjev kompot (ali sočno sadje po izbiri; na primer jabolčna čežana)"; mleko za vlaženje; sladkor po okusu; "kokos; čokolada; kakav;...za posip"
20092,puranjega fileja ; svinjske ribice; sira v kosu Edamec ; sol; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; česen; timijan; belega vina; vode  zmešane s  koščkom maggi kocke za pečenje ali juha; olivno olje; rezine slanine s poprom; "zelenjava po želji - korenček; čebula; feferon ali paprika"
20093,solatne majoneze; kozarčka kisle smetane; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>"; jajc; šunke; šopek drobnjaka
20094,"tablica čokolade s <span class=""label-inline"">70%"; skodelic mleka; veliki žlici sladkorja; "mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> (po okusu)"
